"hans","2019-05-09 06:57:28","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 07:11:10","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 07:25:57","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 07:36:14","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 07:42:17","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 08:03:31","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 08:04:50","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 08:09:15","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 09:42:22","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 09:44:12","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 09:45:20","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"<built-in function id>","2019-05-09 09:47:10","Please write a boolean expression.","true","fehlerfrei"
"hans","2019-05-09 09:48:35","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:02:57","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:05:23","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:08:58","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:10:27","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:10:27","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"<built-in function id>","2019-05-09 10:11:45","Please write a valid comment.","//a","fehlerfrei"
"hans","2019-05-09 10:12:57","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:14:12","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:16:43","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:20:40","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"<built-in function id>","2019-05-09 10:22:10","Define a method.","void test(){}","fehlerfrei"
"hans","2019-05-09 10:31:45","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
"hans","2019-05-09 10:33:36","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
What are literals?
1. A literal is the source code representation of a value of a primitive type or the null type (empty value).
2. A literal is part of the program that contains only constants.
3. A literal is the human readable part of the program
","1","fehlerhaft"
